city,state_id,state_name,county_name,lat,lng,zips,id
Bothell East,WA,Washington,Snohomish,47.8064,-122.1844,98021 98012,1840116330
Yarrow Point,WA,Washington,King,47.6452,-122.2179,98004,1840096328
Steptoe,WA,Washington,Whitman,47.0075,-117.3502,99111 99174,1840116888
West Richland,WA,Washington,Benton,46.3115,-119.3997,99320 99353,1840097331
Orient,WA,Washington,Ferry,48.8637,-118.2059,99160,1840116883
Federal Way,WA,Washington,King,47.3090,-122.3359,98023 98003 98063 98093,1840097900
Pe Ell,WA,Washington,Lewis,46.5712,-123.2982,98572 98522,1840096280
Deep River,WA,Washington,Wahkiakum,46.3521,-123.6984,98638,1840096455
Bothell,WA,Washington,King,47.7736,-122.2044,98021 98011 98041,1840096993
South Wenatchee,WA,Washington,Chelan,47.3886,-120.2829,98801,1840112773
Snoqualmie Pass,WA,Washington,Kittitas,47.4014,-121.4109,98068,1840112749
Hartline,WA,Washington,Grant,47.6895,-119.1081,99135,1840097092
Lake Forest Park,WA,Washington,King,47.7597,-122.2878,98155,1840097136
Crocker,WA,Washington,Pierce,47.0843,-122.1225,98360,1840116347
Elbe,WA,Washington,Pierce,46.7653,-122.1946,98330,1840112104
Ravensdale,WA,Washington,King,47.3563,-121.9692,98051 98038,1840113113
Arlington,WA,Washington,Snohomish,48.1697,-122.1446,98223,1840097405
McChord AFB,WA,Washington,Pierce,47.1328,-122.4924,98439 98438,1840112228
Lebam,WA,Washington,Pacific,46.5641,-123.5509,98577 98554,1840112603
Lynden,WA,Washington,Whatcom,48.9503,-122.4544,98264,1840096262
Coupeville,WA,Washington,Island,48.2172,-122.6775,98239,1840097029
Prescott,WA,Washington,Walla Walla,46.2988,-118.3126,99348,1840096284
South Bend,WA,Washington,Pacific,46.6680,-123.8008,98586 98577,1840096322
Mabton,WA,Washington,Yakima,46.2115,-119.9938,98935,1840097160
North Bend,WA,Washington,King,47.4898,-121.7738,98045,1840097665
Grapeview,WA,Washington,Mason,47.3316,-122.8413,98524 98546,1840116874
Garfield,WA,Washington,Whitman,47.0103,-117.1395,99130,1840096243
Rochester,WA,Washington,Thurston,46.8288,-123.0722,98579,1840113151
Dayton,WA,Washington,Columbia,46.3168,-117.9769,99328,1840096228
Algona,WA,Washington,King,47.2822,-122.2504,98001 98047,1840096967
Mineral,WA,Washington,Lewis,46.7193,-122.1859,98355,1840116881
Barstow,WA,Washington,Ferry,48.7783,-118.1329,99141,1840118306
Moclips,WA,Washington,Grays Harbor,47.2348,-124.2025,98571 98562,1840112838
Bellingham,WA,Washington,Whatcom,48.7543,-122.4687,98229 98225 98226 98228,1840096984
Vader,WA,Washington,Lewis,46.4045,-122.9569,98593,1840097308
North Lynnwood,WA,Washington,Snohomish,47.8533,-122.2762,98087 98037,1840116388
Tracyton,WA,Washington,Kitsap,47.6095,-122.6533,98311 98310 98393,1840113292
White Salmon,WA,Washington,Klickitat,45.7282,-121.4853,98672,1840097335
Peaceful Valley,WA,Washington,Whatcom,48.9477,-122.1406,98295 98244 98266,1840113013
East Renton Highlands,WA,Washington,King,47.4718,-122.0854,98027 98059 98038,1840112076
Metaline,WA,Washington,Pend Oreille,48.8540,-117.3899,99152,1840097638
Deming,WA,Washington,Whatcom,48.8381,-122.2313,98247 98244,1840112661
Medical Lake,WA,Washington,Spokane,47.5712,-117.6893,99022,1840097172
Aberdeen,WA,Washington,Grays Harbor,46.9757,-123.8095,98520,1840096963
Chehalis,WA,Washington,Lewis,46.6637,-122.9647,98532,1840096217
Onalaska,WA,Washington,Lewis,46.5783,-122.7112,98570,1840116882
Toledo,WA,Washington,Lewis,46.4414,-122.8496,98591,1840097296
Everson,WA,Washington,Whatcom,48.9123,-122.3510,98247,1840096235
Belfair,WA,Washington,Mason,47.4495,-122.8487,98528,1840116870
Lynnwood,WA,Washington,Snohomish,47.8285,-122.3035,98037 98036 98046,1840097158
Colton,WA,Washington,Whitman,46.5675,-117.1285,99113,1840096221
Malden,WA,Washington,Whitman,47.2296,-117.4731,99149,1840097162
Ames Lake,WA,Washington,King,47.6346,-121.9664,98053 98014,1840111796
Wilson Creek,WA,Washington,Grant,47.4230,-119.1176,98860,1840097337
North Yelm,WA,Washington,Thurston,46.9647,-122.6029,98597,1840112935
Mirrormont,WA,Washington,King,47.4616,-121.9936,98027,1840112830
Whidbey Island Station,WA,Washington,Island,48.3387,-122.6616,98277 98278,1840111835
Town and Country,WA,Washington,Spokane,47.7259,-117.4221,99208,1840113291
Tokeland,WA,Washington,Pacific,46.7090,-123.9839,98590,1840113278
Snoqualmie,WA,Washington,King,47.5293,-121.8412,98065,1840097736
Bremerton,WA,Washington,Kitsap,47.5436,-122.7121,98312 98314 98310 98367 98337,1840096996
East Cathlamet,WA,Washington,Wahkiakum,46.1968,-123.3580,98612,1840112702
Fort Lewis,WA,Washington,Pierce,47.0955,-122.5672,98439 98433,1840112274
Salmon Creek,WA,Washington,Clark,45.7099,-122.6632,98686 98685,1840113197
Skykomish,WA,Washington,King,47.7103,-121.3586,98288,1840097734
Tacoma,WA,Washington,Pierce,47.2431,-122.4531,98422 98421 98402 98403 98404 98405 98408 98409 98406 98407 98465 98416 98418 98444 98401 98411 98412 98413 98415 98417 98419 98471 98481 98490,1840097289
Monroe,WA,Washington,Snohomish,47.8596,-121.9853,98272,1840097648
Loomis,WA,Washington,Okanogan,48.8235,-119.6398,98827,1840116877
Pomeroy,WA,Washington,Garfield,46.4737,-117.5967,99347,1840097230
Brush Prairie,WA,Washington,Clark,45.7250,-122.5483,98606 98662,1840111959
Silver Firs,WA,Washington,Snohomish,47.8635,-122.1497,98296 98012 98208,1840116409
Nespelem,WA,Washington,Okanogan,48.1670,-118.9722,99155,1840097198
Meadowdale,WA,Washington,Snohomish,47.8583,-122.3156,98026,1840116383
Shadow Lake,WA,Washington,King,47.4017,-122.0764,98058 98038,1840116408
LaCrosse,WA,Washington,Whitman,46.8021,-117.9013,99143,1840096256
Concrete,WA,Washington,Skagit,48.5371,-121.7512,98237,1840097469
Sumas,WA,Washington,Whatcom,48.9956,-122.2695,98295,1840097282
Ruston,WA,Washington,Pierce,47.2982,-122.5100,98407,1840097253
La Center,WA,Washington,Clark,45.8589,-122.6764,98629 98642,1840097133
Marrowstone,WA,Washington,Jefferson,48.0568,-122.6933,98358,1840112218
Chelan Falls,WA,Washington,Chelan,47.7995,-119.9882,98817,1840116871
Lake Cavanaugh,WA,Washington,Skagit,48.3225,-122.0122,98274,1840112547
Duluth,WA,Washington,Clark,45.7838,-122.6470,98642,1840118009
Sequim,WA,Washington,Clallam,48.0747,-123.0944,98382,1840097857
Benton City,WA,Washington,Benton,46.2624,-119.4814,99320,1840096211
Moses Lake,WA,Washington,Grant,47.1284,-119.2741,98837,1840097187
Fircrest,WA,Washington,Pierce,47.2308,-122.5157,98466,1840097071
Othello,WA,Washington,Adams,46.8222,-119.1651,99344,1840096279
Mercer Island,WA,Washington,King,47.5625,-122.2265,98040,1840097175
Enumclaw,WA,Washington,King,47.2017,-121.9897,98022,1840097521
Chico,WA,Washington,Kitsap,47.6234,-122.7198,98312 98383,1840116341
Enetai,WA,Washington,Kitsap,47.5885,-122.6058,98310,1840116352
Hunts Point,WA,Washington,King,47.6420,-122.2290,98004,1840097109
Clinton,WA,Washington,Island,47.9731,-122.3577,98236,1840111699
Hat Island,WA,Washington,Snohomish,48.0130,-122.3201,98201,1840116361
Marietta-Alderwood,WA,Washington,Whatcom,48.7932,-122.5566,98225 98226,1840112211
Waitsburg,WA,Washington,Walla Walla,46.2696,-118.1510,99361,1840097315
Sunnyslope,WA,Washington,Chelan,47.4913,-120.3493,98801,1840113526
South Cle Elum,WA,Washington,Kittitas,47.1862,-120.9525,98943 98922,1840097741
Selah,WA,Washington,Yakima,46.6482,-120.5389,98942,1840097264
Lind,WA,Washington,Adams,46.9704,-118.6165,99341,1840097150
Five Corners,WA,Washington,Clark,45.6883,-122.5738,98662,1840112247
Winthrop,WA,Washington,Okanogan,48.4716,-120.1790,98862,1840097814
Normandy Park,WA,Washington,King,47.4344,-122.3436,98166,1840097203
Home,WA,Washington,Pierce,47.2790,-122.7744,98349,1840116364
Graham,WA,Washington,Pierce,47.0407,-122.2757,98338,1840112341
Yacolt,WA,Washington,Clark,45.8650,-122.4059,98675,1840097820
Packwood,WA,Washington,Lewis,46.6085,-121.6702,98361,1840116884
Queets,WA,Washington,Grays Harbor,47.5314,-124.3385,98331,1840116399
Finley,WA,Washington,Benton,46.1697,-119.0446,99337,1840112244
Northport,WA,Washington,Stevens,48.9159,-117.7796,99157,1840097666
Medina,WA,Washington,King,47.6256,-122.2338,98039,1840097173
Browns Point,WA,Washington,Pierce,47.3036,-122.4369,98422,1840116333
Summit,WA,Washington,Pierce,47.1694,-122.3628,98371 98373 98446,1840113514
Albion,WA,Washington,Whitman,46.7916,-117.2511,99163 99102,1840096965
Sudden Valley,WA,Washington,Whatcom,48.7199,-122.3468,98229,1840113510
Bunk Foss,WA,Washington,Snohomish,47.9618,-122.0943,98290 98205,1840116336
Gleed,WA,Washington,Yakima,46.6594,-120.6025,98937 98908,1840112326
Maryhill,WA,Washington,Klickitat,45.6928,-120.8070,98620,1840112221
Oyehut,WA,Washington,Grays Harbor,47.0233,-124.1632,98550,1840118697
Alder,WA,Washington,Pierce,46.7872,-122.2667,98328,1840116324
Ridgefield,WA,Washington,Clark,45.8116,-122.7052,98642,1840097243
Bryant,WA,Washington,Snohomish,48.2400,-122.1638,98223,1840116334
Nisqually Indian Community,WA,Washington,Thurston,47.0178,-122.6728,98513,1840112911
Porter,WA,Washington,Grays Harbor,46.9489,-123.2736,98541,1840116394
Kettle Falls,WA,Washington,Stevens,48.6055,-118.0620,99141,1840097836
Chelan,WA,Washington,Chelan,47.8417,-120.0270,98816,1840097831
Edison,WA,Washington,Skagit,48.5602,-122.4310,98232,1840112086
Neilton,WA,Washington,Grays Harbor,47.4031,-123.8782,98552 98575 98566,1840112895
Fox Island,WA,Washington,Pierce,47.2475,-122.6255,98333,1840112284
Renton,WA,Washington,King,47.4758,-122.1905,98059 98058 98057 98056 98055,1840097241
Baring,WA,Washington,King,47.7661,-121.4803,98224,1840111849
Hobart,WA,Washington,King,47.4120,-121.9960,98038 98025,1840112415
Wallula,WA,Washington,Walla Walla,46.0847,-118.9056,99363,1840113366
Touchet,WA,Washington,Walla Walla,46.0412,-118.6724,99360,1840113289
Leavenworth,WA,Washington,Chelan,47.5948,-120.6633,98826,1840097609
Fobes Hill,WA,Washington,Snohomish,47.9391,-122.1341,98290,1840116355
Harrington,WA,Washington,Lincoln,47.4802,-118.2552,99134,1840096249
Port Orchard,WA,Washington,Kitsap,47.5164,-122.6610,98366 98367,1840097233
Alderwood Manor,WA,Washington,Snohomish,47.8147,-122.2676,98036,1840111774
Kennewick,WA,Washington,Benton,46.1979,-119.1732,99337 99336 99338,1840097124
Ahtanum,WA,Washington,Yakima,46.5583,-120.6109,98903 98908 98909,1840111760
Wilderness Rim,WA,Washington,King,47.4463,-121.7691,98045,1840116423
Machias,WA,Washington,Snohomish,47.9917,-122.0515,98258 98290,1840112192
Bingen,WA,Washington,Klickitat,45.7139,-121.4704,98605,1840096213
Four Lakes,WA,Washington,Spokane,47.5582,-117.5891,99004 99014,1840116356
Springdale,WA,Washington,Stevens,48.0572,-117.7466,99173,1840097745
Washtucna,WA,Washington,Adams,46.7538,-118.3106,99371,1840096313
Covington,WA,Washington,King,47.3668,-122.1044,98042,1840096443
Allyn,WA,Washington,Mason,47.3863,-122.8386,98524,1840116869
North Sultan,WA,Washington,Snohomish,47.8827,-121.8251,98294,1840112931
Union Gap,WA,Washington,Yakima,46.5567,-120.4977,98903,1840097305
Shelton,WA,Washington,Mason,47.2188,-123.1127,98584,1840097823
Chinook,WA,Washington,Pacific,46.2755,-123.9425,98624 98614,1840111677
Blaine,WA,Washington,Whatcom,48.9839,-122.7414,98230 98231,1840096989
Port Hadlock-Irondale,WA,Washington,Jefferson,48.0316,-122.7890,98325 98368 98339,1840113061
Burley,WA,Washington,Kitsap,47.4166,-122.6377,98359 98367 98322,1840116337
Mount Vernon,WA,Washington,Skagit,48.4202,-122.3116,98274 98273,1840097190
Electric City,WA,Washington,Grant,47.9220,-119.0475,99123 99133,1840096232
Ronald,WA,Washington,Kittitas,47.2338,-121.0335,98940,1840113164
Nespelem Community,WA,Washington,Okanogan,48.1715,-119.0244,99155,1840112900
Amanda Park,WA,Washington,Grays Harbor,47.4532,-123.9194,98526,1840116327
Clarkston Heights-Vineland,WA,Washington,Asotin,46.3876,-117.0831,99403,1840111693
Boulevard Park,WA,Washington,King,47.5135,-122.3159,98108 98168,1840116332
Big Lake,WA,Washington,Skagit,48.3933,-122.2422,98274,1840111890
Boyds,WA,Washington,Ferry,48.7245,-118.1321,99141,1840118427
Parkwood,WA,Washington,Kitsap,47.5266,-122.5986,98366,1840113009
Deer Park,WA,Washington,Spokane,47.9642,-117.4397,99006,1840097035
Humptulips,WA,Washington,Grays Harbor,47.2491,-123.9348,98552,1840112429
SeaTac,WA,Washington,King,47.4445,-122.2986,98158 98148 98198 98168 98188 98131,1840097889
Maple Valley,WA,Washington,King,47.3659,-122.0368,98038,1840096265
Millwood,WA,Washington,Spokane,47.6856,-117.2806,99206 99212,1840097181
Point Roberts,WA,Washington,Whatcom,48.9883,-123.0576,98281,1840116885
Dixie,WA,Washington,Walla Walla,46.1392,-118.1480,99329 99361,1840112678
East Port Orchard,WA,Washington,Kitsap,47.5193,-122.6183,98366,1840112073
Morton,WA,Washington,Lewis,46.5575,-122.2815,98356,1840097651
Alger,WA,Washington,Skagit,48.6176,-122.3369,98229 98233 98232 98284,1840111776
Kahlotus,WA,Washington,Franklin,46.6437,-118.5556,99335,1840096253
Fife Heights,WA,Washington,Pierce,47.2593,-122.3457,98422 98424,1840116354
Cherry Grove,WA,Washington,Clark,45.8021,-122.5764,98604,1840112059
Clearview,WA,Washington,Snohomish,47.8292,-122.1452,98296 98012 98072,1840116343
Greenwater,WA,Washington,Pierce,47.1465,-121.6320,98022,1840112363
Picnic Point,WA,Washington,Snohomish,47.8745,-122.3079,98026 98087,1840118483
Kendall,WA,Washington,Whatcom,48.9168,-122.1383,98244 98266,1840112489
Seabeck,WA,Washington,Kitsap,47.6437,-122.8219,98380,1840116407
Startup,WA,Washington,Snohomish,47.8671,-121.7495,98294 98293,1840113493
Steilacoom,WA,Washington,Pierce,47.1699,-122.5935,98388,1840096302
Lamont,WA,Washington,Whitman,47.2007,-117.9049,99017,1840096257
Bay View,WA,Washington,Skagit,48.4870,-122.4628,98273,1840111859
Valley,WA,Washington,Stevens,48.1730,-117.7244,99181,1840116890
North Marysville,WA,Washington,Snohomish,48.1111,-122.1459,98223 98271,1840112925
Brady,WA,Washington,Grays Harbor,47.0064,-123.5321,98563,1840111946
May Creek,WA,Washington,Snohomish,47.8555,-121.6743,98251,1840112223
Clear Lake,WA,Washington,Skagit,48.4561,-122.2378,98235 98284 98273,1840097016
Keller,WA,Washington,Ferry,48.0852,-118.7164,99140,1840116367
Redmond,WA,Washington,King,47.6762,-122.1169,98052 98073,1840097877
Ilwaco,WA,Washington,Pacific,46.3108,-124.0422,98624,1840097580
Mountlake Terrace,WA,Washington,Snohomish,47.7921,-122.3076,98043,1840097193
Parker,WA,Washington,Yakima,46.5022,-120.4668,98939 98951,1840116393
Soap Lake,WA,Washington,Grant,47.3914,-119.4892,98851,1840097267
Grand Mound,WA,Washington,Thurston,46.8053,-123.0119,98579 98531,1840112344
Manchester,WA,Washington,Kitsap,47.5519,-122.5517,98366,1840112201
Prairie Heights,WA,Washington,Pierce,47.1529,-122.1048,98321,1840116396
Verlot,WA,Washington,Snohomish,48.1002,-121.7679,98252,1840113350
North Omak,WA,Washington,Okanogan,48.4440,-119.4459,98841,1840112926
Naches,WA,Washington,Yakima,46.7274,-120.6945,98937,1840097195
Summitview,WA,Washington,Yakima,46.5980,-120.6514,98908,1840113516
Clover Creek,WA,Washington,Pierce,47.1404,-122.3827,98445 98446,1840116345
Prosser,WA,Washington,Benton,46.2066,-119.7662,99350,1840097235
Naselle,WA,Washington,Pacific,46.3650,-123.8013,98638,1840112890
Rock Island,WA,Washington,Douglas,47.3743,-120.1382,98850,1840097716
Goldendale,WA,Washington,Klickitat,45.8192,-120.8233,98620,1840096246
Maltby,WA,Washington,Snohomish,47.8027,-122.1044,98021 98296 98072 98077,1840112200
Oak Harbor,WA,Washington,Island,48.2965,-122.6331,98277,1840097205
Tanglewilde,WA,Washington,Thurston,47.0512,-122.7810,98503 98516,1840113547
Endicott,WA,Washington,Whitman,46.9282,-117.6867,99125,1840096233
Mill Creek East,WA,Washington,Snohomish,47.8361,-122.1877,98012,1840116384
Maple Heights-Lake Desire,WA,Washington,King,47.4441,-122.0973,98058,1840112206
Midland,WA,Washington,Pierce,47.1734,-122.4120,98404 98445,1840112819
Kingston,WA,Washington,Kitsap,47.8014,-122.4989,98346,1840112504
Esperance,WA,Washington,Snohomish,47.7937,-122.3469,98026,1840112129
Grays River,WA,Washington,Wahkiakum,46.3608,-123.5890,98621,1840116358
Sultan,WA,Washington,Snohomish,47.8708,-121.8044,98294,1840097751
La Grande,WA,Washington,Pierce,46.8199,-122.2962,98328,1840116370
Ritzville,WA,Washington,Adams,47.1254,-118.3808,99169,1840097244
Malott,WA,Washington,Okanogan,48.2919,-119.6954,98840 98829,1840116878
Coulee City,WA,Washington,Grant,47.6120,-119.2892,99115,1840097028
Raymond,WA,Washington,Pacific,46.6838,-123.7380,98577,1840096287
Wollochet,WA,Washington,Pierce,47.2828,-122.5769,98335,1840116424
Quincy,WA,Washington,Grant,47.2347,-119.8522,98848,1840097236
Walla Walla East,WA,Washington,Walla Walla,46.0517,-118.3024,99362,1840113363
Hamilton,WA,Washington,Skagit,48.5282,-121.9834,98255 98284,1840097561
Woodinville,WA,Washington,King,47.7569,-122.1477,98072,1840097903
Bay Center,WA,Washington,Pacific,46.6211,-123.9533,98527,1840111857
Port Townsend,WA,Washington,Jefferson,48.1220,-122.7872,98368,1840097699
Riverside,WA,Washington,Okanogan,48.5047,-119.5102,98849,1840097856
Woodway,WA,Washington,Snohomish,47.7903,-122.3851,98020,1840097341
Qui-nai-elt Village,WA,Washington,Grays Harbor,47.2502,-124.1903,98587,1840116400
Stevenson,WA,Washington,Skamania,45.6944,-121.8932,98648,1840096319
Ocean Park,WA,Washington,Pacific,46.4961,-124.0443,98640 98637,1840112951
Port Angeles,WA,Washington,Clallam,48.1142,-123.4565,98363 98362,1840097697
Bonney Lake,WA,Washington,Pierce,47.1789,-122.1698,98391,1840096991
Oroville,WA,Washington,Okanogan,48.9420,-119.4304,98844,1840097681
Garrett,WA,Washington,Walla Walla,46.0633,-118.3876,99362,1840112315
Otis Orchards-East Farms,WA,Washington,Spokane,47.7030,-117.0854,99025 99027,1840112980
Warm Beach,WA,Washington,Snohomish,48.1649,-122.3442,98292,1840113370
Twin Lakes,WA,Washington,Ferry,48.2622,-118.3590,99138,1840116419
Conway,WA,Washington,Skagit,48.3357,-122.3444,98238,1840111718
College Place,WA,Washington,Walla Walla,46.0418,-118.3879,99324 99362,1840097022
Eastmont,WA,Washington,Snohomish,47.8968,-122.1817,98208,1840116351
Maple Falls,WA,Washington,Whatcom,48.9135,-122.1048,98244,1840112205
Ephrata,WA,Washington,Grant,47.3119,-119.5344,98823,1840097060
Buena,WA,Washington,Yakima,46.4299,-120.3176,98921 98953,1840116335
Tumwater,WA,Washington,Thurston,46.9890,-122.9173,98501 98512,1840097300
Desert Aire,WA,Washington,Grant,46.6873,-119.9311,99349,1840112668
Lake Holm,WA,Washington,King,47.2986,-122.1335,98092,1840116372
Mukilteo,WA,Washington,Snohomish,47.9094,-122.3035,98275,1840097194
Twisp,WA,Washington,Okanogan,48.3618,-120.1169,98856,1840097775
Lake Shore,WA,Washington,Clark,45.6911,-122.6911,98665 98685,1840112564
Keyport,WA,Washington,Kitsap,47.6993,-122.6232,98345,1840116369
Lake Stevens,WA,Washington,Snohomish,48.0029,-122.0960,98258 98205,1840097280
Starbuck,WA,Washington,Columbia,46.5182,-118.1245,99359,1840096301
Harrah,WA,Washington,Yakima,46.4071,-120.5422,98933,1840097091
Hansville,WA,Washington,Kitsap,47.8978,-122.5579,98340 98346,1840116360
Carlsborg,WA,Washington,Clallam,48.0842,-123.1697,98382,1840112009
Yelm,WA,Washington,Thurston,46.9398,-122.6261,98576 98597,1840097342
Fenwick Island,DE,Delaware,Sussex,38.4603,-75.0542,19944,1840009876
Delmar,DE,Delaware,Sussex,38.4651,-75.5552,19940,1840009864
Ardencroft,DE,Delaware,New Castle,39.8056,-75.4862,19810,1840010492
Farmington,DE,Delaware,Kent,38.8699,-75.5790,19950,1840009873
Felton,DE,Delaware,Kent,39.0127,-75.5764,19943,1840009983
Hartly,DE,Delaware,Kent,39.1683,-75.7125,19953,1840009887
Pike Creek,DE,Delaware,New Castle,39.7485,-75.6953,19808 19707 19711,1840109577
